Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Margin,Cost,Profit,ROI
2246,CA-2018-103380,21/11/2018,25/11/2018,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104.0,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62,0.2,6.9,1.72,0.25
2247,CA-2018-103380,21/11/2018,25/11/2018,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104.0,West,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,0.4,395.99,263.99,0.67
2248,CA-2016-116092,15/02/2016,18/02/2016,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004.0,West,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,13.36,0.2,10.69,2.67,0.25
2249,CA-2016-116092,15/02/2016,18/02/2016,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004.0,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,0.2,33.38,8.34,0.25
2250,CA-2016-116092,15/02/2016,18/02/2016,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004.0,West,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,11.52,0.2,9.22,2.3,0.25
2251,CA-2016-116092,15/02/2016,18/02/2016,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004.0,West,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44,0.2,433.15,108.29,0.25
2252,CA-2016-116092,15/02/2016,18/02/2016,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004.0,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,0.2,15.55,3.89,0.25
2253,CA-2017-117849,15/04/2017,17/04/2017,Second Class,JK-16120,Julie Kriz,Home Office,United States,San Diego,California,92105.0,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,143.7,0.2,114.96,28.74,0.25
2254,CA-2016-169201,28/09/2016,01/10/2016,First Class,HG-14965,Henry Goldwyn,Corporate,United States,San Francisco,California,94110.0,West,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,43.26,0.2,34.61,8.65,0.25
2255,CA-2016-169201,28/09/2016,01/10/2016,First Class,HG-14965,Henry Goldwyn,Corporate,United States,San Francisco,California,94110.0,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,43.56,0.2,34.85,8.71,0.25
2256,CA-2017-164091,17/09/2017,22/09/2017,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Bangor,Maine,4401.0,East,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.85,0.4,262.71,175.14,0.67
2257,CA-2017-164091,17/09/2017,22/09/2017,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Bangor,Maine,4401.0,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,0.3,76.64,32.84,0.43
2258,CA-2018-105214,16/06/2018,19/06/2018,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122.0,West,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,0.3,849.07,363.89,0.43
2259,CA-2018-105214,16/06/2018,19/06/2018,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122.0,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,0.2,14.83,3.71,0.25
2260,CA-2016-117611,08/11/2016,10/11/2016,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024.0,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,5.0,0.2,4.0,1.0,0.25
2261,CA-2016-117611,08/11/2016,10/11/2016,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024.0,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,0.4,223.18,148.79,0.67
2262,US-2016-137960,18/12/2016,18/12/2016,Same Day,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10035.0,East,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,0.4,99.74,66.5,0.67
2263,CA-2018-122994,06/02/2018,09/02/2018,First Class,MV-17485,Mark Van Huff,Consumer,United States,Arlington,Virginia,22204.0,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.97,0.3,251.98,107.99,0.43
2264,CA-2017-131065,14/11/2017,16/11/2017,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318.0,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,499.98,0.4,299.99,199.99,0.67
2265,CA-2017-131065,14/11/2017,16/11/2017,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,0.2,4.22,1.06,0.25
2266,CA-2017-131065,14/11/2017,16/11/2017,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,0.2,6.61,1.65,0.25
2267,CA-2018-149146,12/10/2018,12/10/2018,Same Day,SM-20320,Sean Miller,Home Office,United States,Monroe,North Carolina,28110.0,South,OFF-PA-10003919,Office Supplies,Paper,Xerox 1989,7.968,0.2,6.37,1.59,0.25
2268,CA-2018-137470,17/09/2018,17/09/2018,Same Day,TP-21415,Tom Prescott,Consumer,United States,Seattle,Washington,98115.0,West,OFF-PA-10002001,Office Supplies,Paper,Xerox 1984,12.96,0.2,10.37,2.59,0.25
2269,CA-2018-105480,20/12/2018,26/12/2018,Standard Class,DK-13225,Dean Katz,Corporate,United States,Rochester,New York,14609.0,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,6.48,0.2,5.18,1.3,0.25
2270,CA-2018-105480,20/12/2018,26/12/2018,Standard Class,DK-13225,Dean Katz,Corporate,United States,Rochester,New York,14609.0,East,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,6.984,0.2,5.59,1.4,0.25
2271,CA-2018-164917,02/12/2018,07/12/2018,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Miami,Florida,33180.0,South,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,47.96,0.2,38.37,9.59,0.25
2272,CA-2016-102036,21/09/2016,27/09/2016,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Seattle,Washington,98105.0,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,199.74,0.2,159.79,39.95,0.25
2273,CA-2016-142944,06/03/2016,11/03/2016,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122.0,West,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,435.26,0.3,304.68,130.58,0.43
2274,CA-2016-142944,06/03/2016,11/03/2016,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122.0,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,1119.984,0.4,671.99,447.99,0.67
2275,CA-2015-157882,03/10/2015,08/10/2015,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036.0,West,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,143.432,0.3,100.4,43.03,0.43
2276,CA-2015-157882,03/10/2015,08/10/2015,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036.0,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,0.3,85.65,36.71,0.43
2277,CA-2015-104283,27/06/2015,01/07/2015,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671.0,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",306.2,0.2,244.96,61.24,0.25
2278,CA-2015-104283,27/06/2015,01/07/2015,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671.0,South,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,85.98,0.3,60.19,25.79,0.43
2279,CA-2015-104283,27/06/2015,01/07/2015,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671.0,South,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,223.96,0.4,134.38,89.58,0.67
2280,CA-2018-142622,30/10/2018,02/11/2018,First Class,JK-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115.0,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,97.568,0.3,68.3,29.27,0.43
2281,CA-2018-142622,30/10/2018,02/11/2018,First Class,JK-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115.0,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,614.272,0.3,429.99,184.28,0.43
2282,CA-2018-142622,30/10/2018,02/11/2018,First Class,JK-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115.0,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,199.98,0.3,139.99,59.99,0.43
2283,CA-2017-132143,03/09/2017,05/09/2017,First Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457.0,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",48.16,0.2,38.53,9.63,0.25
2284,CA-2016-153108,05/03/2016,09/03/2016,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362.0,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,23.92,0.4,14.35,9.57,0.67
2285,CA-2016-153108,05/03/2016,09/03/2016,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362.0,Central,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,60.69,0.2,48.55,12.14,0.25
2286,CA-2017-112676,05/05/2017,08/05/2017,First Class,PJ-18835,Patrick Jones,Corporate,United States,Murfreesboro,Tennessee,37130.0,South,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,14.352,0.2,11.48,2.87,0.25
2287,CA-2018-165687,17/11/2018,23/11/2018,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Salem,Virginia,24153.0,South,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,35.04,0.2,28.03,7.01,0.25
2288,US-2018-112928,01/06/2018,05/06/2018,Second Class,BB-10990,Barry Blumstein,Corporate,United States,Toledo,Ohio,43615.0,East,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48,0.2,13.98,3.5,0.25
2289,CA-2018-143343,10/06/2018,13/06/2018,First Class,BW-11200,Ben Wallace,Consumer,United States,Los Angeles,California,90032.0,West,OFF-AR-10002375,Office Supplies,Art,Newell 351,16.4,0.2,13.12,3.28,0.25
2290,CA-2018-115154,08/01/2018,11/01/2018,First Class,RS-19420,Ricardo Sperren,Corporate,United States,Seattle,Washington,98115.0,West,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,892.98,0.3,625.09,267.89,0.43
2291,CA-2016-149342,20/04/2016,25/04/2016,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907.0,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97,0.4,172.78,115.19,0.67
2292,CA-2016-149342,20/04/2016,25/04/2016,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907.0,South,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",595.38,0.3,416.77,178.61,0.43
2293,CA-2016-149342,20/04/2016,25/04/2016,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907.0,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,12.96,0.2,10.37,2.59,0.25
2294,CA-2016-130995,01/11/2016,06/11/2016,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,New York City,New York,10009.0,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,4.95,0.4,2.97,1.98,0.67
2295,CA-2018-127929,23/12/2018,27/12/2018,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457.0,East,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",181.95,0.3,127.36,54.59,0.43
2296,CA-2016-113145,01/11/2016,05/11/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,13.52,0.2,10.82,2.7,0.25
2297,CA-2016-113145,01/11/2016,05/11/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011.0,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",259.7,0.3,181.79,77.91,0.43
2298,CA-2016-113145,01/11/2016,05/11/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011.0,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,42.95,0.4,25.77,17.18,0.67
2299,CA-2016-113145,01/11/2016,05/11/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011.0,East,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93,0.4,839.96,559.97,0.67
2300,CA-2016-113145,01/11/2016,05/11/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011.0,East,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,503.96,0.4,302.38,201.58,0.67
2301,CA-2015-162362,14/11/2015,18/11/2015,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640.0,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,12.72,0.2,10.18,2.54,0.25
2302,CA-2015-162362,14/11/2015,18/11/2015,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640.0,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,11.52,0.2,9.22,2.3,0.25
2303,CA-2017-106558,17/01/2017,21/01/2017,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Columbus,Georgia,31907.0,South,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,316.0,0.4,189.6,126.4,0.67
2304,CA-2018-157931,17/09/2018,22/09/2018,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Roswell,Georgia,30076.0,South,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,723.92,0.3,506.74,217.18,0.43
2305,CA-2018-157931,17/09/2018,22/09/2018,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Roswell,Georgia,30076.0,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,0.2,85.06,21.26,0.25
2306,CA-2017-115574,23/12/2017,24/12/2017,First Class,BP-11185,Ben Peterman,Corporate,United States,Chicago,Illinois,60623.0,Central,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",141.372,0.3,98.96,42.41,0.43
2307,CA-2016-160794,06/08/2016,08/08/2016,First Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77041.0,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,27.216,0.2,21.77,5.44,0.25
2308,CA-2018-116225,05/11/2018,09/11/2018,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,390.75,0.4,234.45,156.3,0.67
2309,US-2018-120418,11/06/2018,12/06/2018,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345.0,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,280.792,0.3,196.55,84.24,0.43
2310,US-2018-120418,11/06/2018,12/06/2018,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345.0,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",68.448,0.2,54.76,13.69,0.25
2311,US-2018-120418,11/06/2018,12/06/2018,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345.0,West,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,0.2,70.43,17.61,0.25
2312,US-2018-120418,11/06/2018,12/06/2018,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345.0,West,OFF-AR-10001955,Office Supplies,Art,Newell 319,15.872,0.2,12.7,3.17,0.25
2313,US-2018-120418,11/06/2018,12/06/2018,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345.0,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,215.592,0.2,172.47,43.12,0.25
2314,CA-2018-122035,20/07/2018,25/07/2018,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103.0,Central,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62,0.2,11.7,2.92,0.25
2315,CA-2018-122035,20/07/2018,25/07/2018,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103.0,Central,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",416.32,0.2,333.06,83.26,0.25
2316,CA-2018-122035,20/07/2018,25/07/2018,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103.0,Central,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,43.0,0.2,34.4,8.6,0.25
2317,CA-2018-122035,20/07/2018,25/07/2018,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103.0,Central,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,182.94,0.3,128.06,54.88,0.43
2318,CA-2018-122035,20/07/2018,25/07/2018,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103.0,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,60.83,0.2,48.66,12.17,0.25
2319,CA-2018-122035,20/07/2018,25/07/2018,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103.0,Central,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97,0.4,233.98,155.99,0.67
2320,CA-2016-117828,23/12/2016,26/12/2016,First Class,BD-11500,Bradley Drucker,Consumer,United States,Richmond,Virginia,23223.0,South,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,194.32,0.2,155.46,38.86,0.25
2321,CA-2018-165491,20/03/2018,24/03/2018,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Seattle,Washington,98115.0,West,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,265.93,0.4,159.56,106.37,0.67
2322,CA-2016-109470,31/12/2016,03/01/2017,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420.0,South,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,94.74,0.2,75.79,18.95,0.25
2323,CA-2016-109470,31/12/2016,03/01/2017,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420.0,South,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",60.64,0.2,48.51,12.13,0.25
2324,CA-2016-109470,31/12/2016,03/01/2017,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420.0,South,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,76.3,0.2,61.04,15.26,0.25
2325,CA-2016-109470,31/12/2016,03/01/2017,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420.0,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,364.8,0.2,291.84,72.96,0.25
2326,CA-2016-105102,15/09/2016,19/09/2016,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035.0,East,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,79.872,0.2,63.9,15.97,0.25
2327,CA-2016-105102,15/09/2016,19/09/2016,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035.0,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",46.384,0.3,32.47,13.92,0.43
2328,CA-2016-105102,15/09/2016,19/09/2016,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035.0,East,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,12.96,0.2,10.37,2.59,0.25
2329,CA-2018-138422,23/09/2018,26/09/2018,First Class,KN-16705,Kristina Nunn,Home Office,United States,Fort Collins,Colorado,80525.0,West,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,14.352,0.2,11.48,2.87,0.25
2330,US-2016-147739,25/12/2016,29/12/2016,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,547.136,0.3,383.0,164.14,0.43
2331,CA-2017-155187,24/09/2017,26/09/2017,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Los Angeles,California,90004.0,West,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",41.96,0.2,33.57,8.39,0.25
2332,CA-2017-155187,24/09/2017,26/09/2017,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Los Angeles,California,90004.0,West,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",41.7,0.2,33.36,8.34,0.25
2333,CA-2018-169285,21/03/2018,25/03/2018,Standard Class,RW-19690,Robert Waldorf,Consumer,United States,Lafayette,Indiana,47905.0,Central,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",277.4,0.2,221.92,55.48,0.25
2334,CA-2018-169285,21/03/2018,25/03/2018,Standard Class,RW-19690,Robert Waldorf,Consumer,United States,Lafayette,Indiana,47905.0,Central,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,5.78,0.2,4.62,1.16,0.25
2335,CA-2015-140886,30/09/2015,04/10/2015,Standard Class,KW-16570,Kelly Williams,Consumer,United States,Clarksville,Tennessee,37042.0,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,69.216,0.2,55.37,13.84,0.25
2336,CA-2018-152695,10/12/2018,10/12/2018,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,6824.0,East,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86,0.2,8.69,2.17,0.25
2337,CA-2018-152695,10/12/2018,10/12/2018,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,6824.0,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,426.79,0.2,341.43,85.36,0.25
2338,CA-2015-110639,23/08/2015,23/08/2015,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,25.92,0.2,20.74,5.18,0.25
2339,CA-2015-110639,23/08/2015,23/08/2015,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,45.92,0.2,36.74,9.18,0.25
2340,CA-2015-121727,19/08/2015,24/08/2015,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,Columbus,Ohio,43229.0,East,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,10.72,0.2,8.58,2.14,0.25
2341,CA-2017-137736,10/11/2017,15/11/2017,Standard Class,DC-13285,Debra Catini,Consumer,United States,Warner Robins,Georgia,31088.0,South,OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86,0.2,33.49,8.37,0.25
2342,US-2015-143231,31/12/2015,03/01/2016,First Class,GM-14455,Gary Mitchum,Home Office,United States,Franklin,Massachusetts,2038.0,East,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,63.2,0.3,44.24,18.96,0.43
2343,US-2015-143231,31/12/2015,03/01/2016,First Class,GM-14455,Gary Mitchum,Home Office,United States,Franklin,Massachusetts,2038.0,East,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,113.97,0.4,68.38,45.59,0.67
2344,US-2015-155894,26/07/2015,30/07/2015,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Chicago,Illinois,60623.0,Central,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",123.552,0.2,98.84,24.71,0.25
2345,CA-2017-119025,22/02/2017,28/02/2017,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Milwaukee,Wisconsin,53209.0,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,490.32,0.2,392.26,98.06,0.25
2346,CA-2017-159373,13/03/2017,18/03/2017,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207.0,Central,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",70.08,0.2,56.06,14.02,0.25
2347,CA-2017-159373,13/03/2017,18/03/2017,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207.0,Central,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.272,0.2,1.02,0.25,0.25
2348,CA-2017-159373,13/03/2017,18/03/2017,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207.0,Central,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,557.585,0.3,390.31,167.28,0.43
2349,CA-2018-109701,02/12/2018,03/12/2018,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032.0,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,9.024,0.2,7.22,1.8,0.25
